ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus_teuberi
ASV_2,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria_ureiclastica
ASV_3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_uncultured_Dysgonomonas_sp.
ASV_4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia_NA
ASV_5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_sp.
ASV_6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella_morganii
ASV_7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_bereziniae
ASV_8,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria_indica
ASV_9,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia_alcalifaciens
ASV_10,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_sp
ASV_11,Bacteria,Actinomycetota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_adolescentis
ASV_12,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia-Shigella_coli
ASV_13,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,NA,NA,NA_NA
ASV_14,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_NA
ASV_15,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_NA
ASV_16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_bereziniae
ASV_17,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter_freundii
ASV_18,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_NA
ASV_19,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,Hafnia-Obesumbacterium_alvei
ASV_20,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus_teuberi
ASV_21,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria_ureiclastica
ASV_22,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis
ASV_23,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia-Shigella_coli
ASV_24,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_uncultured_Paraburkholderia_sp.
ASV_25,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria_ureiclastica
ASV_26,Bacteria,Bacillota,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus_sp.
ASV_27,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
ASV_28,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Zymobacter,Zymobacter_palmae
ASV_29,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,NA,NA_NA
ASV_30,Bacteria,Streptophyta,,Apiales,Araliaceae,Polyscias,Polyscias_macgillivrayi
ASV_31,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus_teuberi
ASV_32,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Orbaceae,NA,NA_bacterium_ac157xtp
ASV_33,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_gallinarum
ASV_34,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_fragi
ASV_35,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus_oris
ASV_36,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_sp.
ASV_37,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia_endosymbiont_(group_A)_of_Sicus_ferrugineus
ASV_38,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_sp.
ASV_39,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,NA,NA_NA
ASV_40,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_mortiferum
ASV_41,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_garvieae
ASV_42,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria_NA
ASV_43,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia_ficaria
ASV_44,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Saccharibacter,Saccharibacter_NA
ASV_45,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,Candidatus_Rhabdochlamydia_porcellionis
ASV_46,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium_NA
ASV_47,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_johnsonii
ASV_48,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_NA
ASV_49,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium
ASV_50,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,Megamonas_funiformis
ASV_51,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_sp.
ASV_52,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,Wohlfahrtiimonas_chitiniclastica
ASV_53,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,Romboutsia_ilealis
ASV_54,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium_NA
ASV_55,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_perfringens
ASV_56,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_johnsonii
ASV_57,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter_freundii
ASV_58,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Paraburkholderia,Paraburkholderia,Paraburkholderia_sp.
ASV_59,Bacteria,Actinomycetota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_adolescentis
ASV_60,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,NA,NA_NA
ASV_61,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Savagea,Savagea_NA
ASV_62,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium_hiranonis
ASV_63,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella_NA
ASV_64,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides_NA
ASV_65,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus_murinus
ASV_66,Bacteria,Actinomycetota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_pseudolongum
ASV_67,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii
ASV_68,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,Romboutsia_ilealis
ASV_69,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chishuiella,Chishuiella_NA
ASV_70,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,NA,NA_NA
ASV_71,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_protegens
ASV_72,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-2534-18B5 gut group,NA,NA_NA
ASV_73,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_fragi
ASV_74,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_senegalense
ASV_75,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,Wohlfahrtiimonas_populi
ASV_76,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium_faecium
ASV_77,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_apis
ASV_78,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,Hafnia-Obesumbacterium_NA
ASV_79,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Orbaceae,Gilliamella,Gilliamella_Gilliamella
ASV_80,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus_teuberi
ASV_81,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus_jeotgali
ASV_82,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium
ASV_83,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_parafulva
ASV_84,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_NA
ASV_85,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium_sordellii
ASV_86,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium_sordellii
ASV_87,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella_planticola
ASV_88,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA,NA_NA
ASV_89,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus_teuberi
ASV_90,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus_saprophyticus
ASV_91,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_pittii
ASV_92,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_celatum
ASV_93,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella_ornithinolytica
ASV_94,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,Wohlfahrtiimonas_sp.
ASV_95,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia_marcescens
ASV_96,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,Wohlfahrtiimonas_sp.
ASV_97,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella_biformis
ASV_98,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter_cloacae
ASV_99,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella_copri
ASV_100,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,Wohlfahrtiimonas_chitiniclastica
ASV_101,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea_agglomerans
ASV_102,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium_NA
ASV_103,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium,Catenibacterium_NA
ASV_104,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei
ASV_105,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia_stuartii
ASV_106,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_NA
ASV_107,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_NA
ASV_108,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria_sp.
ASV_109,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea_ananatis
ASV_110,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA_NA
ASV_111,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Orbaceae,NA,NA_NA
ASV_112,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA_NA
ASV_113,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_raffinolactis
ASV_114,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,Romboutsia_sedimentorum
ASV_115,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus_vulgaris
ASV_116,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_subterminale
ASV_117,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter_faecalis
ASV_118,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas_alkaliphila
ASV_119,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_ulcerans
ASV_120,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum_stercoricanis
ASV_121,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Quinella,Quinella_NA
ASV_122,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Cetobacterium_NA
ASV_123,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_poae
ASV_124,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium,Catenibacterium_NA
ASV_125,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_johnsonii
ASV_126,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter_sanguinis
ASV_127,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas_maltophilia
ASV_128,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Swaminathania,Swaminathania_NA
ASV_129,Eukaryota,NA,NA,NA,NA,NA,NA_NA
ASV_130,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_sp.
ASV_131,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_thailandicus
ASV_132,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella_morganii
ASV_133,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis
ASV_134,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella_sp.
ASV_135,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis
ASV_136,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_sp.
ASV_137,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_koreensis
ASV_138,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,Hafnia-Obesumbacterium_alvei
ASV_139,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus_sp.
ASV_140,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia_fonticola
ASV_141,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria_ureiclastica
ASV_142,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus_saprophyticus
ASV_143,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia_alcalifaciens
ASV_144,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,HT002,HT002_NA
ASV_145,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,Megamonas_hypermegale
ASV_146,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella_planticola
ASV_147,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,Clostridioides_NA
ASV_148,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_moraniae
ASV_149,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia_NA
ASV_150,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus_NA
ASV_151,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus_teuberi
ASV_152,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia_pestis
ASV_153,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_acidophilus
ASV_154,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,Wohlfahrtiimonas_populi
ASV_155,Bacteria,Bacillota,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus_sp.
ASV_156,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter_sp.
ASV_157,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Koukoulia,Koukoulia_aurantiaca
ASV_158,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_lutetiensis
ASV_159,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Commensalibacter,Commensalibacter_intestini
ASV_160,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_sp.
ASV_161,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_johnsonii
ASV_162,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,Romboutsia_sedimentorum
ASV_163,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas_NA
ASV_164,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides
ASV_165,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_garvieae
ASV_166,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,Ignatzschineria_ureiclastica
ASV_167,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides_profundi
ASV_168,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_rhizosphaerae
ASV_169,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_celatum
ASV_170,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA_NA
ASV_171,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_bohemicus
ASV_172,Bacteria,Pseudomonadota,Gammaproteobacteria,Rickettsiellales,Rickettsiellaceae,Rickettsiella,Rickettsiella_NA
ASV_173,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus_fluvialis
ASV_174,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_raffinolactis
ASV_175,Bacteria,Bacillota,Bacilli,Lactobacillales,Catellicoccaceae,Catellicoccus,Catellicoccus_NA
ASV_176,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_NA
ASV_177,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus
ASV_178,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-2534-18B5 gut group,NA,NA_NA
ASV_179,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_sp.
ASV_180,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter_canis
ASV_181,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter_sp.
ASV_182,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,Tyzzerella_NA
ASV_183,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chishuiella,Chishuiella_NA
ASV_184,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium_hiranonis
ASV_185,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus_sp.
ASV_186,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_NA
ASV_187,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_michiganensis
ASV_188,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia_fonticola
ASV_189,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_NA
ASV_190,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Orbaceae,Orbus,Orbus_NA
ASV_191,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Koukoulia,Koukoulia_aurantiaca
ASV_192,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_NA
ASV_193,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_thailandicus
ASV_194,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_NA
ASV_195,Bacteria,Actinomycetota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_adolescentis
ASV_196,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,NA,NA,NA_NA
ASV_197,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_thailandicus
ASV_198,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_NA
ASV_199,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus
ASV_200,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_stercoris
ASV_201,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus_ginsenosidimutans
ASV_202,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA,NA_NA
ASV_203,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter_nivimaris
ASV_204,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum_NA
ASV_205,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_haemolyticus
ASV_206,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_faeni
