"ASV","Contaminant","Phylum","Class","Order","Family","Genus","Species"
"ASV_148",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_149",FALSE,"Nematoda","Chromadorea","Rhabditida","Panagrolaimidae","Halicephalobus","Halicephalobus sp. AA5"
"ASV_152",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_153",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola verrucosa"
"ASV_154",FALSE,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"ASV_156",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_157",FALSE,"Rotifera","Eurotatoria","Adinetida","Adinetidae","Adineta","Adineta vaga"
"ASV_158",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_159",FALSE,"Oomycota","","Lagenidiales","","Paralagenidium","Paralagenidium karlingii"
"ASV_160",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_162",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_163",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola sp. DAOM 239516"
"ASV_164",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_165",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola levissima"
"ASV_166",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_167",FALSE,"Chordata","Mammalia","Chiroptera","Vespertilionidae","Chalinolobus","Chalinolobus tuberculatus"
"ASV_168",FALSE,"Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma","Ophiostoma piceae"
"ASV_169",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki"
"ASV_170",FALSE,"Arthropoda","Arachnida","Sarcoptiformes","Acaridae","","Acaridae sp. BIOUG30847-B02"
"ASV_171",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Zarea","Zarea fungicola"
"ASV_172",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas","Flagellimonas sp."
"ASV_173",FALSE,"Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scopulariopsis","Scopulariopsis brevicaulis"
"ASV_174",FALSE,"Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum destructivum"
"ASV_175",FALSE,"Rotifera","Eurotatoria","Adinetida","Adinetidae","Adineta","Adineta vaga"
"ASV_176",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_177",FALSE,"Oomycota","","","","Haptoglossa","Haptoglossa zoospora"
"ASV_178",FALSE,"Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus","Bursaphelenchus tadamiensis"
"ASV_179",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_180",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_181",FALSE,"Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium","Arthrocladium fulminans"
"ASV_182",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_183",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_184",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_185",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_186",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_187",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_189",FALSE,"Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora bantiana"
"ASV_190",FALSE,"Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Neopestalotiopsis","Neopestalotiopsis cubana"
"ASV_191",FALSE,"Arthropoda","Insecta","","","","Endopterygota sp. NZAC 03009123"
"ASV_192",FALSE,"Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus microporus"
"ASV_194",FALSE,"Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria","Eimeria sp."
"ASV_195",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_196",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_197",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_198",FALSE,"Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora bantiana"
"ASV_199",FALSE,"Ascomycota","Pichiomycetes","Serinales","Metschnikowiaceae","Clavispora","Clavispora lusitaniae"
"ASV_201",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_202",FALSE,"Rotifera","Eurotatoria","","","","Bdelloidea environmental sample"
"ASV_204",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atroviride"
"ASV_206",FALSE,"Nematoda","Chromadorea","Rhabditida","Diplogasteridae","Parapristionchus","Parapristionchus giblindavisi"
"ASV_207",FALSE,"Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Apophysomyces","Apophysomyces elegans"
"ASV_210",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_211",FALSE,"","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura petersenii"
"ASV_212",FALSE,"Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Acrodontium","Acrodontium crateriforme"
"ASV_213",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_214",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_215",FALSE,"","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura petersenii"
"ASV_217",FALSE,"Arthropoda","Insecta","Hemiptera","Flatidae","Petrusa","Petrusa epilepsis"
"ASV_218",FALSE,"","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura petersenii"
"ASV_219",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola sp."
"ASV_220",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita ciconiae"
"ASV_221",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_222",FALSE,"Annelida","Polychaeta","","Capitellidae","Dasybranchus","Dasybranchus sp. DH1"
"ASV_224",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_225",FALSE,"","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura petersenii"
"ASV_226",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atroviride"
"ASV_227",FALSE,"Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","Sporothrix schenckii"
"ASV_228",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_229",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_230",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_232",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_233",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_234",FALSE,"Arthropoda","","","","","Mandibulata sp. NZAC 03011075"
"ASV_235",FALSE,"Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Neopestalotiopsis","Neopestalotiopsis cubana"
"ASV_236",FALSE,"Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Pseudogymnoascus","Pseudogymnoascus destructans"
"ASV_237",FALSE,"Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","Sporothrix brasiliensis"
"ASV_238",FALSE,"Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Rhynchobrunnera","Rhynchobrunnera orthospora"
"ASV_240",FALSE,"Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium sphaerospermum"
"ASV_241",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_242",FALSE,"","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura petersenii"
"ASV_243",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Tolypocladium","Tolypocladium ophioglossoides"
"ASV_244",FALSE,"Ascomycota","Leotiomycetes","","Myxotrichaceae","Myxotrichum","Myxotrichum deflexum"
"ASV_245",FALSE,"Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Phaeoplaca","Phaeoplaca camptidia"
"ASV_246",FALSE,"Nematoda","Chromadorea","Rhabditida","Rhabditidae","Oscheius","Oscheius sp."
"ASV_247",FALSE,"Chordata","Mammalia","Chiroptera","Vespertilionidae","Chalinolobus","Chalinolobus tuberculatus"
"ASV_248",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola minima"
"ASV_249",FALSE,"Nematoda","Chromadorea","Rhabditida","Rhabditidae","Rhabditis","Rhabditis sp."
"ASV_250",FALSE,"Rotifera","Eurotatoria","Adinetida","Adinetidae","Adineta","Adineta vaga"
"ASV_251",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_252",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium flavipigmentatum"
"ASV_255",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_256",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_257",FALSE,"Mollusca","Gastropoda","Stylommatophora","Limacidae","Weltersia","Weltersia obscura"
"ASV_258",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_260",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_261",FALSE,"","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura petersenii"
"ASV_263",FALSE,"Arthropoda","Insecta","","","","Endopterygota sp. NZAC 03009123"
"ASV_264",FALSE,"Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Iltovirus","Iltovirus gallidalpha1"
"ASV_266",FALSE,"Rotifera","Eurotatoria","Philodinida","Philodinidae","Macrotrachela","Macrotrachela quadricornifera"
"ASV_267",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_269",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_270",FALSE,"Rotifera","Eurotatoria","Philodinida","Philodinidae","Macrotrachela","Macrotrachela quadricornifera"
"ASV_271",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_273",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_274",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola verrucosa"
"ASV_275",FALSE,"Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Iltovirus","Iltovirus gallidalpha1"
"ASV_276",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola sp. DAOM 239516"
"ASV_277",FALSE,"Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Acephala","Acephala applanata"
"ASV_278",FALSE,"Arthropoda","Arachnida","Pseudoscorpiones","Chernetidae","Paraustrochernes","Paraustrochernes victorianus"
"ASV_279",FALSE,"Rotifera","Eurotatoria","","","","Bdelloidea environmental sample"
"ASV_281",FALSE,"Rotifera","Eurotatoria","Adinetida","Adinetidae","Adineta","Adineta vaga"
"ASV_282",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium haematococcum"
"ASV_283",FALSE,"Oomycota","","Pythiales","Pythiaceae","Globisporangium","Globisporangium kandovanense"
"ASV_285",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_286",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_287",FALSE,"Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus microporus"
"ASV_288",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium marginilacus"
"ASV_291",FALSE,"Chordata","Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus ihi"
"ASV_292",FALSE,"Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Sydowia","Sydowia polyspora"
"ASV_293",FALSE,"Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium sp."
"ASV_294",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_295",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_296",FALSE,"Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Candidatus Pedobacter colombiensis"
"ASV_297",FALSE,"Ascomycota","Pichiomycetes","Serinales","Metschnikowiaceae","Clavispora","Clavispora lusitaniae"
"ASV_298",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_299",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_300",FALSE,"Arthropoda","Arachnida","Trombidiformes","Eupodidae","","Eupodidae sp. BOLD:ACX7636"
"ASV_301",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_303",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_304",FALSE,"","","","","",""
"ASV_305",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_306",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_308",FALSE,"Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Pseudogymnoascus","Pseudogymnoascus destructans"
"ASV_309",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_310",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Akanthomyces","Akanthomyces lecanii"
"ASV_312",FALSE,"Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Pseudogymnoascus","Pseudogymnoascus pannorum"
"ASV_314",FALSE,"Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Iltovirus","Iltovirus gallidalpha1"
"ASV_315",FALSE,"Nematoda","Chromadorea","Rhabditida","Neotylenchidae","Fergusobia","Fergusobia sp. 1037 FC508"
"ASV_317",FALSE,"Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Entomobrya","Entomobrya sp. HB0852"
"ASV_319",FALSE,"Arthropoda","Insecta","Diptera","Tachinidae","Exorista","Exorista civilis"
"ASV_321",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_322",FALSE,"","","","","","Amoebozoa sp."
"ASV_324",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_325",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_327",FALSE,"Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor lusitanicus"
"ASV_328",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola minima"
"ASV_329",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_330",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_331",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_335",FALSE,"Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","Sporothrix sp. FH-2023a"
"ASV_338",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_339",FALSE,"","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura petersenii"
"ASV_340",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola levissima"
"ASV_343",FALSE,"Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe helobia"
"ASV_344",FALSE,"Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus microporus"
"ASV_345",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_346",FALSE,"Ascomycota","Sordariomycetes","Amphisphaeriales","Apiosporaceae","Apiospora","Apiospora arundinis"
"ASV_349",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_350",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_351",FALSE,"Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus microporus"
"ASV_353",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola incrustata"
"ASV_354",FALSE,"Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Pseudogymnoascus","Pseudogymnoascus destructans"
"ASV_355",FALSE,"Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus micaceus"
"ASV_357",FALSE,"Discosea","Flabellinia","","Vannellidae","Vannella","Vannella samoroda"
"ASV_358",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_359",FALSE,"Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Iltovirus","Iltovirus gallidalpha1"
"ASV_360",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_362",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_363",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_366",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_367",FALSE,"Ascomycota","Pichiomycetes","Serinales","Debaryomycetaceae","Candida","Candida buenavistaensis"
"ASV_368",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_369",FALSE,"Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum destructivum"
"ASV_370",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_371",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_372",FALSE,"Arthropoda","Arachnida","Trombidiformes","Ereynetidae","","Ereynetidae sp. BOLD:ABV1860"
"ASV_373",FALSE,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia sordidus"
"ASV_374",FALSE,"Arthropoda","Insecta","Hemiptera","Flatidae","Petrusa","Petrusa epilepsis"
"ASV_375",FALSE,"Arthropoda","Insecta","Diptera","Mycetophilidae","Boletina","Boletina sp. BOLD:AAV0669"
"ASV_376",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_377",FALSE,"Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Iltovirus","Iltovirus gallidalpha1"
"ASV_379",FALSE,"Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma","Ophiostoma piceae"
"ASV_380",FALSE,"Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus microporus"
"ASV_381",FALSE,"Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma clypeatum"
"ASV_382",FALSE,"Ascomycota","Pichiomycetes","Serinales","Metschnikowiaceae","Clavispora","Clavispora lusitaniae"
"ASV_383",FALSE,"Arthropoda","Insecta","Diptera","Limoniidae","Symplecta","Symplecta pilipes"
"ASV_384",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga algicola"
"ASV_385",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_386",FALSE,"Arthropoda","Insecta","","","","Endopterygota sp. NZAC 03009123"
"ASV_387",FALSE,"Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Acrodontium","Acrodontium crateriforme"
"ASV_388",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_389",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_390",FALSE,"Ascomycota","Pichiomycetes","Serinales","Metschnikowiaceae","Clavispora","Clavispora lusitaniae"
"ASV_391",FALSE,"Ascomycota","Leotiomycetes","Leotiales","Leotiaceae","Leotia","Leotia lubrica"
"ASV_392",FALSE,"","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura petersenii"
"ASV_393",FALSE,"Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Pseudogymnoascus","Pseudogymnoascus pannorum"
"ASV_395",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola verrucosa"
"ASV_396",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_397",FALSE,"Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus micaceus"
"ASV_398",FALSE,"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Mimeoma","Mimeoma maculata"
"ASV_400",FALSE,"Ascomycota","Leotiomycetes","Leotiales","Leotiaceae","Leotia","Leotia lubrica"
"ASV_401",FALSE,"Ascomycota","Leotiomycetes","Chaetomellales","Chaetomellaceae","Synchaetomella","Synchaetomella acerina"
"ASV_402",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_403",FALSE,"Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Pseudogymnoascus","Pseudogymnoascus destructans"
"ASV_404",FALSE,"Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria","Eimeria sp."
"ASV_405",FALSE,"Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_406",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","Maribacter sp. BPC-D8"
"ASV_407",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_408",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_409",FALSE,"Nematoda","Chromadorea","Rhabditida","Rhabditidae","Rhabditis","Rhabditis sp."
"ASV_410",FALSE,"Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Pseudogymnoascus","Pseudogymnoascus pannorum"
"ASV_412",FALSE,"Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma","Ophiostoma piceae"
"ASV_413",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola sp."
"ASV_415",FALSE,"Cnidaria","Hydrozoa","Anthoathecata","Hydridae","Hydra","Hydra vulgaris"
"ASV_416",FALSE,"Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola levissima"
"ASV_417",FALSE,"","","","","",""
"ASV_418",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_419",FALSE,"Arthropoda","Arachnida","Sarcoptiformes","","","Sarcoptiformes sp. BOLD:AAN6699"
"ASV_420",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_421",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_422",FALSE,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros sp. MBTD-CMFRI-S045"
"ASV_423",FALSE,"Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus microporus"
