,Phylum,Class,Order,Family,Genus,Species,Terrain
ASV_3034,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3035,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3036,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3037,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_3038,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3039,Annelida,Polychaeta,NA,Capitellidae,Dasybranchus,Dasybranchus_sp._DH1,Aquatic
ASV_3040,NA,NA,NA,NA,NA,invertebrate_environmental_sample,NA
ASV_3041,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens,Terrestrial
ASV_3042,NA,NA,NA,NA,NA,NA,NA
ASV_3043,NA,NA,NA,NA,NA,NA,NA
ASV_3044,NA,NA,NA,NA,NA,NA,NA
ASV_3045,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_foliorum,Terrestrial
ASV_3046,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Pleurocordyceps,Pleurocordyceps_sinensis,Terrestrial
ASV_3047,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_foliorum,Terrestrial
ASV_3048,NA,NA,NA,NA,NA,NA,NA
ASV_3049,NA,Phaeophyceae,Ectocarpales,Chordariaceae,Haplogloia,Haplogloia_andersonii,NA
ASV_3050,NA,NA,NA,NA,NA,NA,NA
ASV_3051,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,Zanclea,Zanclea_implexa,Aquatic
ASV_3052,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera_sp.,Both
ASV_3053,NA,NA,NA,NA,NA,NA,NA
ASV_3054,NA,NA,NA,NA,NA,NA,NA
ASV_3055,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Gloiophyllis,Gloiophyllis_barkerae,Aquatic
ASV_3056,NA,NA,NA,NA,NA,invertebrate_environmental_sample,NA
ASV_3057,NA,NA,NA,NA,NA,NA,NA
ASV_3058,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,Trebouxia_aggregata,Terrestrial
ASV_3059,NA,NA,NA,NA,NA,NA,NA
ASV_3060,NA,NA,NA,NA,NA,NA,NA
ASV_3061,NA,NA,NA,NA,NA,NA,NA
ASV_3062,NA,NA,NA,NA,NA,NA,NA
ASV_3063,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_sp._BPC-D8,Aquatic
ASV_3064,NA,NA,NA,NA,NA,NA,NA
ASV_3065,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3066,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3067,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3068,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3069,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3070,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3071,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3072,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3073,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3074,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3075,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3076,NA,NA,NA,NA,NA,NA,NA
ASV_3077,Rhodophyta,Florideophyceae,Hapalidiales,Mesophyllumaceae,Mesophyllum,Mesophyllum_conchatum,Aquatic
ASV_3078,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3079,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3080,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3081,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3082,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3083,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3084,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3085,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3086,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3087,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3088,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3089,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3090,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3091,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3092,NA,NA,NA,NA,NA,NA,NA
ASV_3093,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,Terrestrial
ASV_3094,NA,NA,NA,NA,NA,NA,NA
ASV_3095,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3096,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3097,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3098,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_3099,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3100,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3101,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3102,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3103,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3104,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3105,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3106,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_3107,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_3108,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_3109,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra_viridissima,Aquatic
ASV_3110,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_3111,NA,NA,NA,NA,NA,NA,NA
ASV_3112,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Terrestrial
ASV_3113,Annelida,Polychaeta,NA,Capitellidae,Dasybranchus,Dasybranchus_sp._DH1,Aquatic
ASV_3114,Basidiomycota,Exobasidiomycetes,Microstromatales,NA,NA,uncultured_Jaminaea,Terrestrial
ASV_3115,NA,NA,NA,NA,NA,NA,NA
ASV_3116,NA,NA,NA,NA,NA,NA,NA
ASV_3117,NA,NA,NA,NA,NA,NA,NA
ASV_3118,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_robertsii,Terrestrial
ASV_3119,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,Zanclea,Zanclea_implexa,Aquatic
ASV_3120,Ascomycota,Leotiomycetes,Helotiales,NA,Tetracladium,Tetracladium_apiense,Both
ASV_3121,NA,NA,NA,NA,NA,NA,NA
ASV_3122,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Arthrocladium,Arthrocladium_fulminans,Terrestrial
ASV_3123,NA,NA,NA,NA,NA,NA,NA
ASV_3124,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3125,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3126,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3127,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3128,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3129,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3130,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Heterarthrus,Heterarthrus_sp._1_Daocheng,Terrestrial
ASV_3131,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Arthrocladium,Arthrocladium_fulminans,Terrestrial
ASV_3132,NA,NA,NA,NA,NA,NA,NA
ASV_3133,NA,NA,NA,NA,NA,NA,NA
ASV_3134,NA,NA,NA,NA,NA,NA,NA
ASV_3135,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3136,NA,NA,NA,NA,NA,NA,NA
ASV_3137,NA,NA,NA,NA,NA,NA,NA
ASV_3138,NA,NA,NA,NA,NA,NA,NA
ASV_3139,Tubulinea,Elardia,Euamoebida,NA,Copromyxa,Copromyxa_protea,Both
ASV_3140,NA,NA,NA,NA,NA,NA,NA
ASV_3141,NA,NA,NA,NA,NA,NA,NA
ASV_3142,NA,NA,NA,NA,NA,NA,NA
ASV_3143,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_mucilaginosa,Both
ASV_3144,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,uncultured_Flavobacteriaceae_bacterium,Both
ASV_3145,Oomycota,NA,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia_monilifera,Aquatic
ASV_3146,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix_ulmella,Terrestrial
ASV_3147,Arthropoda,Arachnida,Sarcoptiformes,Acaridae,Thyreophagus,Thyreophagus_corticalis,Terrestrial
ASV_3148,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3149,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3150,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3151,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3152,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3153,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3154,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3155,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3156,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3157,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3158,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3159,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3160,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3161,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3162,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3163,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3164,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3165,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3166,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3167,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3168,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3169,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3170,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3171,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3172,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3173,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3174,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3175,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3176,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3177,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3178,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3179,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3180,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3181,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3182,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3183,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3184,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3185,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3186,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3187,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3188,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3189,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3190,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3191,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3192,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3193,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3194,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa_zoospora,Terrestrial
ASV_3195,NA,NA,NA,NA,NA,NA,NA
ASV_3196,NA,NA,NA,NA,NA,NA,NA
ASV_3197,NA,NA,NA,NA,NA,NA,NA
ASV_3198,NA,NA,NA,NA,NA,NA,NA
ASV_3199,NA,NA,NA,NA,NA,NA,NA
ASV_3200,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3201,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3202,NA,NA,NA,NA,NA,NA,NA
ASV_3203,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3204,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3205,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3206,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3207,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3208,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3209,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3210,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3211,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3212,Arthropoda,Insecta,Siphonaptera,Rhopalopsyllidae,Parapsyllus,Parapsyllus_humboldti,Terrestrial
ASV_3213,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Ixodes_sp._KM-2NA14a,Terrestrial
ASV_3214,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_3215,NA,NA,NA,NA,NA,NA,NA
ASV_3216,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium_cladosporioides,Terrestrial
ASV_3217,NA,NA,NA,NA,NA,NA,NA
ASV_3218,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona_cochlearis,Terrestrial
ASV_3219,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps_farinosa,Terrestrial
ASV_3220,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,Niesslia_mucida,Terrestrial
ASV_3221,NA,NA,NA,NA,NA,invertebrate_environmental_sample,NA
ASV_3222,NA,NA,NA,NA,NA,NA,NA
ASV_3223,NA,NA,NA,NA,NA,NA,NA
ASV_3224,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora_arundinis,Terrestrial
ASV_3225,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3226,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3227,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3228,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3229,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3230,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3231,NA,NA,NA,NA,NA,NA,NA
ASV_3232,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,Gliomastix_murorum,Terrestrial
ASV_3233,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_bantiana,Terrestrial
ASV_3234,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3235,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3236,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_3237,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens,Terrestrial
