ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,pestis
ASV_2,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,alpinus
ASV_3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,tsuruhatensis
ASV_4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,umsongensis
ASV_5,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,oxydans
ASV_6,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,flaccumfaciens
ASV_7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,vagans
ASV_8,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,picturae
ASV_9,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,rhizophila
ASV_10,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,maritimus
ASV_11,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,acnes
ASV_12,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Nocardiaceae,Rhodococcus,fascians
ASV_13,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,pascens
ASV_14,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,saprophyticus
ASV_15,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,marinus
ASV_16,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Citricoccus,alkalitolerans
ASV_17,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Terribacillus,goriensis
ASV_18,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,NA
ASV_19,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,sp.
ASV_20,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,ruber
ASV_21,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,faecalis
ASV_22,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,sp.
ASV_23,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,inhibens
ASV_24,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,velezensis
ASV_25,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Nocardiaceae,Rhodococcus,erythropolis
ASV_26,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,rhombi
ASV_27,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,paraoxydans
ASV_28,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,agilis
ASV_29,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,sp.
ASV_30,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
ASV_31,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,NA
ASV_32,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,casei
ASV_33,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,sp.
ASV_34,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,xylanexedens
ASV_35,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
ASV_36,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,pelagia
ASV_37,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,cryohalolentis
ASV_38,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Afipia,NA
ASV_39,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,rhizosphaerae
ASV_40,Bacteria,Bacillota,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,sibiricum
ASV_41,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,psychrophila
ASV_42,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
ASV_43,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Lawsonella,sp.
ASV_44,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,glaciei
ASV_45,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B,NA
ASV_46,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,sp.
ASV_47,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,maltophilia
ASV_48,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,intermedia
ASV_49,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,planticola
ASV_50,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,sandarakina
ASV_51,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,flavus
ASV_52,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,palustris
ASV_53,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,crassostreae
ASV_54,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,rhizophila
ASV_55,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,oryzihabitans
ASV_56,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,NA
ASV_57,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri
ASV_58,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,paraconglomeratum
ASV_59,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,ananatis
ASV_60,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Pseudorhizobium,pelagicum
ASV_61,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
ASV_62,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,yamanorum
ASV_63,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Anditalea,NA
ASV_64,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
ASV_65,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_66,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,azotoformans
ASV_67,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,NA,NA
ASV_68,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349,NA
ASV_69,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,aureus
ASV_70,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_71,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,sp.
ASV_72,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,psychrotolerans
ASV_73,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,antarcticus
ASV_74,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
ASV_75,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,marinus
ASV_76,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_77,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA
ASV_78,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia,NA
ASV_79,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,siccitolerans
ASV_80,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,algens
ASV_81,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,marcusii
ASV_82,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,sp.
ASV_83,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,sp.
ASV_84,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,agilis
ASV_85,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,ureae
ASV_86,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,sp.
ASV_87,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,cellulasensis
ASV_88,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,sp.
ASV_89,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV_90,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Intrasporangiaceae,Aquipuribacter,NA
ASV_91,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,acidophilus
ASV_92,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,NA
ASV_93,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1,NA
ASV_94,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Bosea,sp. Se3Ps
ASV_95,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,NA
ASV_96,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
ASV_97,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,polymyxa
ASV_98,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,iheyensis
ASV_99,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,sp.
ASV_100,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,chromiiresistens
ASV_101,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,NA,NA
ASV_102,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,flavithermus
ASV_103,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,alpinus
ASV_104,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,flava
ASV_105,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Nocardiaceae,Rhodococcus,fascians
ASV_106,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Crinalium SAG 22.89,NA
ASV_107,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_108,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,sp. CPCC 206391
ASV_109,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,aerolata
ASV_110,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,sediminis
ASV_111,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,NA,NA
ASV_112,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
ASV_113,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,dokdonensis
ASV_114,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,iodinum
ASV_115,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,NA
ASV_116,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,NA,NA
ASV_117,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
ASV_118,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,xenophagum
ASV_119,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri
ASV_120,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B,NA
ASV_121,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Mesorhizobium,NA
ASV_122,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,NA
ASV_123,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,sp.
ASV_124,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,iodinum
ASV_125,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,oxydans
ASV_126,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
ASV_127,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,sp.
ASV_128,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,sp.
ASV_129,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,sp.
ASV_130,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,flava
ASV_131,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_132,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,tuberculostearicum
ASV_133,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sp.
ASV_134,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena PCC-7429,NA
ASV_135,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,olei
ASV_136,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,titanicae
ASV_137,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA
ASV_138,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,NA
ASV_139,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,bullata
ASV_140,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,carniphila
ASV_141,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA
ASV_142,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,larrymoorei
ASV_143,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,sp.
ASV_144,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,NA
ASV_145,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
ASV_146,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella,NA
ASV_147,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,sp.
ASV_148,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,rhizophila
ASV_149,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
ASV_150,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV_151,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV_152,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,ruber
ASV_153,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Phyllobacterium,myrsinacearum
ASV_154,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,junii
ASV_155,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,marina
ASV_156,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,timonae
ASV_157,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,NA
ASV_158,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,mucosa
ASV_159,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
ASV_160,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_161,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,agilis
ASV_162,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis
ASV_163,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,marinus
ASV_164,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,antarcticus
ASV_165,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B,NA
ASV_166,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,aromaticiconvertens
ASV_167,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Paraconexibacter,NA
ASV_168,Bacteria,Cyanobacteriota,Cyanophyceae,Oculatellales,Oculatellaceae,Shackletoniella,antarctica
ASV_169,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,NA
ASV_170,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
ASV_171,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,NA,NA
ASV_172,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,firmus
ASV_173,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,NA
ASV_174,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia,sp.
ASV_175,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_176,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1,NA
ASV_177,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Arenimonas,NA
ASV_178,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_179,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
ASV_180,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
ASV_181,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,maritimus
ASV_182,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,NA,NA
ASV_183,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
ASV_184,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA
ASV_185,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,NA,NA
ASV_186,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
ASV_187,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,NA
ASV_188,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_189,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1,NA
ASV_190,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,NA
ASV_191,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,NA
ASV_192,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,foliorum
ASV_193,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,NA
ASV_194,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,sp.
ASV_195,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,polymyxa
ASV_196,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_197,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
ASV_198,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_199,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_200,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,morbillorum
ASV_201,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caldimonas,aquatica
ASV_202,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
ASV_203,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,luteus
ASV_204,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,syringae
ASV_205,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_206,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,limicola
ASV_207,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
ASV_208,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_209,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_210,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
ASV_211,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,pelagia
ASV_212,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
ASV_213,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV_214,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,locipacati
ASV_215,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV_216,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,esteraromaticum
ASV_217,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
ASV_218,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
ASV_219,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,esteraromaticum
ASV_220,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,NA
ASV_221,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri
ASV_222,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,NA
ASV_223,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,NA
ASV_224,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,NA
ASV_225,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_226,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,degerlachei
ASV_227,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,sp.
ASV_228,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Seohaeicola,saemankumensis
ASV_229,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1,NA
ASV_230,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA
ASV_231,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,concretionis
ASV_232,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,urinaeequi
ASV_233,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Phormidium CYN64,NA
ASV_234,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA
ASV_235,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,aerophilus
ASV_236,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV_237,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
ASV_238,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_239,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,NA
ASV_240,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,acnes
ASV_241,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
